InvoiceNo,InvoiceDate,CustomerID,ProductCategory,Quantity,UnitPrice,Channel,Country
INV901759,2024-11-04,C100932,Books,3,24.74,Paid Ads,germany
INV902894,2024-05-15,C101539,Apparel,5,86.17,Referral,france
INV901338,2024-02-02,C100707,Electronics,3,265.87,Organic Search,united kingdom
INV901824,2023-05-09,C100969,Books,5,25.14,Referral,Germany
INV902873,2023-04-06,C101525,Home & Kitchen,3,125.32,Email,United States
INV900589,2024-06-09,C100303,Office Supplies,5,42.98,Email,United States
INV902590,2024-11-05,C101393,Apparel,5,36.98,Organic Search, United Kingdom
INV900777,2023-10-18,C100398,Books,5,9.41,Email, United Kingdom
INV901739,2024-06-03,C100916,Sports & Outdoors,5,114.96,Referral, United Kingdom
INV901214,2023-10-21,,Sports & Outdoors,3,199.96,Referral,germany
INV901328,2023-06-08,C100703,Apparel,3,73.06,Referral,ireland
INV902819,2023-09-14,C101502,Books,5,29.01,Referral, United Kingdom
INV900977,2023-08-26,C100508,Apparel,2,41.21,Referral, United Kingdom
INV900988,2024-05-16,C100512,Toys,3,30.83,Referral,US
INV900833,2023-11-21,C100424,Sports & Outdoors,-3,54.26,Paid Ads, United Kingdom
INV900940,2024-06-22,C100488,Home & Kitchen,2,124.07,Social,United Kingdom
INV900036,2024-05-14,C100018,Beauty,3,17.43,Organic Search,UK
INV903281,2024-03-09,C101773,Home & Kitchen,4,131.63,Paid Ads, United Kingdom
INV901894,2023-06-19,C101010,Electronics,3,295.79,Organic Search,USA
INV902052,2023-12-24,C101091,Office Supplies,4,15.36,Email, United Kingdom
INV902688,2024-05-10,C101449,Electronics,5,200.65,Organic Search,United Kingdom
INV900541,2023-05-23,C100279,Sports & Outdoors,3,7177.133794444027,Organic Search,United States
INV900847,2023-12-14,C100436,Beauty,4,45.46,Organic Search,USA
INV902692,2023-06-20,C101451,Home & Kitchen,1,74.12,Referral,Germany
INV902726,2023-06-04,C101463,Sports & Outdoors,1,94.41,Referral, United Kingdom
INV902701,2023-05-07,C101455,Electronics,2,287.0,Referral,United Kingdom
INV903116,2024-05-22,C101684,Apparel,4,30.51,Organic Search,United States
INV900666,2023-04-24,,Electronics,2,109.02,Social,United Kingdom
INV902384,2024-07-04,C101291,Apparel,2,22.57,Paid Ads,DE
INV903189,2024-07-10,C101725,Books,5,7.24,Paid Ads, United Kingdom
INV901745,2024-06-11,C100922,Apparel,4,84.69,Paid Ads,Germany
INV900121,2024-12-13,C100056,Sports & Outdoors,3,192.97,Referral,United States
INV900006,2024-11-04,C100005,Home & Kitchen,1,122.66,Email,germany
INV902035,2024-12-04,C101082,Sports & Outdoors,4,153.16,Referral,Ireland
INV900691,2023-11-24,C100356,Office Supplies,2,36.49,Referral,France
INV902433,2023-12-16,C101315,Electronics,1,237.02,Organic Search,Germany
INV902109,2023-10-23,C101123,Books,1,8.42,Organic Search, United Kingdom
INV902585,2024-10-18,C101392,Sports & Outdoors,1,44.11,Email,USA
INV903085,2023-12-09,C101663,Sports & Outdoors,2,99.87,Paid Ads,Ireland
INV902466,2023-06-07,C101327,Beauty,1,45.26,Organic Search,france
INV902806,2024-04-18,C101497,Sports & Outdoors,2,196.32,Organic Search,US
INV901840,2023-08-28,C100976,Electronics,5,462.15,Organic Search,united kingdom
INV900507,2024-09-28,C100260,Apparel,1,34.4,Organic Search,USA
INV901989,2024-04-24,C101060,Office Supplies,2,31.6,Email,Ireland
INV902451,2024-04-16,C101321,Books,2,10.2,Paid Ads,UK
INV902749,2024-04-23,C101472,Electronics,5,495.77,Organic Search,ireland
INV900985,2024-01-11,C100509,Electronics,2,336.34,Email, United Kingdom
INV901323,2023-03-10,C100698,Books,4,30.18,Referral,France
INV902818,2023-06-12,C101502,Office Supplies,5,14.42,Referral,UK
INV900695,2024-12-25,C100357,Toys,4,58.3,Referral,UK
INV900023,2024-11-18,C100012,Home & Kitchen,5,110.99,Social,united kingdom
INV901999,2024-08-18,C101066,Home & Kitchen,3,85.39,Email,Germany
INV900902,2024-05-04,C100460,Electronics,2,511.08,Email,ireland
INV900309,2023-07-23,C100168,Office Supplies,2,10.78,Organic Search,Ireland
INV900114,2023-08-04,C100055,Toys,1,55.48,Referral,United States
INV902787,2023-11-24,C101486,Apparel,4,37.08,Social, United Kingdom
INV902434,2024-03-14,C101316,Apparel,2,71.32,Organic Search, United Kingdom
INV901054,2023-12-18,C100546,Sports & Outdoors,-3,74.5,Social, United Kingdom
INV901234,2023-12-05,C100647,Toys,1,32.49,Referral,Germany
INV900960,2024-10-16,C100499,Apparel,3,68.1,Paid Ads,ireland
INV900213,2023-11-25,C100114,Apparel,3,54.65,Paid Ads, United Kingdom
INV900618,2024-08-19,C100318,Electronics,-4,462.17,Email, United Kingdom
INV901791,2024-05-08,C100952,Electronics,5,468.23,Paid Ads,united kingdom
INV901949,2024-07-01,C101034,Electronics,5,512.45,Email,united kingdom
INV901388,2023-07-09,C100747,Office Supplies,2,39.53,Referral,USA
INV902443,2024-03-19,C101318,Books,3,26.29,Social, United Kingdom
INV901737,2023-11-04,C100916,Home & Kitchen,-3,141.13,Referral,united kingdom
INV900026,2024-10-19,C100013,Sports & Outdoors,1,97.4,Social,United Kingdom
INV902502,2024-12-22,C101340,Electronics,1,239.76,Organic Search,DE
INV902091,2023-12-28,C101114,Apparel,2,57.61,Paid Ads,DE
INV902967,2024-11-08,C101588,Electronics,2,192.18,Organic Search,ireland
INV902058,2024-12-10,C101096,Books,2,23.61,Organic Search,france
INV902211,2023-07-05,C101185,Sports & Outdoors,3,39.61,Organic Search, United Kingdom
INV901835,2023-07-07,C100975,Sports & Outdoors,4,82.98,Referral,United States
INV902818,2023-06-12,C101502,Electronics,3,361.22,Referral,UK
INV902258,2024-09-18,C101209,Sports & Outdoors,3,76.94,Organic Search,United States
INV900260,2024-05-24,C100135,Electronics,5,587.87,Email,France
INV903179,2024-08-15,C101720,Sports & Outdoors,3,28.84,Referral,united kingdom
INV901071,2024-12-20,C100562,Apparel,5,82.43,Organic Search,UK
INV901652,2024-02-17,C100874,Books,2,8.38,Email,UK
INV900611,2023-07-23,C100313,Home & Kitchen,3,32.01,Paid Ads,france
INV901583,2024-07-20,C100837,Office Supplies,1,12.75,Organic Search,germany
INV903061,2024-11-08,C101653,Toys,1,28.81,Social, United Kingdom
INV902876,2024-07-19,C101528,Electronics,4,122.25,Email,DE
INV900493,2023-06-19,C100252,Apparel,1,16.93,Organic Search,united kingdom
INV901694,2023-04-23,C100887,Sports & Outdoors,2,186.94,Email,DE
INV901999,2024-08-18,C101066,Books,2,9.46,Email,Germany
INV902258,2024-09-18,C101209,Home & Kitchen,3,32.86,Organic Search,United States
INV900927,2024-04-17,C100478,Books,5,32.81,Email, United Kingdom
INV902050,2023-12-03,C101090,Apparel,5,54.31,Organic Search,United Kingdom
INV901800,2023-12-10,C100956,Office Supplies,3,9.15,Organic Search,UK
INV902837,2024-04-18,C101511,Home & Kitchen,3,86.36,Social,United Kingdom
INV902560,2023-12-21,C101372,Toys,4,21.88,Referral,united kingdom
INV901626,2024-08-22,C100860,Electronics,3,97.16,Paid Ads,France
INV902978,2024-11-03,C101598,Home & Kitchen,3,115.62,Referral,DE
INV902017,2023-09-15,C101075,Beauty,3,10.17,Organic Search,germany
INV902477,2024-07-06,C101331,Office Supplies,4,25.41,Email,United Kingdom
INV902409,2024-07-23,C101303,Beauty,5,23.24,Organic Search,United Kingdom
INV901935,2023-12-07,C101027,Home & Kitchen,4,66.33,Email, United Kingdom
INV900562,2024-02-25,C100295,Electronics,2,109.59,Organic Search,Germany
INV901559,2024-03-12,C100826,Home & Kitchen,3,144.59,Paid Ads,united kingdom
INV901845,2023-12-06,C100982,Sports & Outdoors,4,65.26,Paid Ads,germany
INV900813,2023-05-26,C100413,Toys,1,25.72,Organic Search,France
INV901837,2024-03-26,,Sports & Outdoors,5,82.06,Referral,US
INV902514,2024-04-08,C101347,Apparel,1,14.82,Email, United Kingdom
INV900951,2023-06-26,C100494,Toys,2,68.77,Referral,France
INV900357,2024-07-24,C100191,Office Supplies,3,19.28,Email,Ireland
INV902629,2024-02-24,C101417,Apparel,2,30.6,Referral,United States
INV902820,2023-11-13,C101502,Home & Kitchen,5,59.1,Referral,united kingdom
INV902776,2024-01-27,C101484,Home & Kitchen,1,22.13,Organic Search,Ireland
INV903211,2024-10-20,C101734,Sports & Outdoors,4,30.82,Paid Ads,DE
INV901099,2023-08-17,C100574,Apparel,2,65.24,Paid Ads,france
INV901294,2024-09-18,C100680,Electronics,1,255.39,Referral,United Kingdom
INV902335,2023-01-28,C101269,Electronics,4,507.6,Paid Ads, United Kingdom
INV902590,2024-11-05,C101393,Toys,5,36.58,Organic Search, United Kingdom
INV903208,2024-03-17,C101732,Beauty,5,32.37,Referral,United States
INV902685,2023-11-12,C101449,Office Supplies,4,7.54,Organic Search,United Kingdom
INV902598,2023-07-20,C101399,Office Supplies,5,18.72,Email,Ireland
INV903102,2023-04-04,C101676,Apparel,4,26.91,Email,france
INV902461,2024-11-04,C101325,Home & Kitchen,5,97.04,Organic Search,Ireland
INV901957,2023-09-12,C101038,Sports & Outdoors,3,168.59,Organic Search,US
INV901064,2023-11-25,C100555,Beauty,4,40.78,Organic Search,united states
INV902414,2024-01-01,C101306,Office Supplies,-5,32.28,Email,Germany
INV900287,2024-01-20,C100154,Apparel,3,64.49,Organic Search,united states
INV901171,2024-12-19,C100610,Toys,2,40.59,Organic Search,Ireland
INV901675,2023-11-04,C100882,Toys,2,44.22,Organic Search,united kingdom
INV902861,2024-06-04,C101520,Electronics,-1,52.11,Organic Search, United Kingdom
INV900074,2024-05-08,C100039,Sports & Outdoors,4,173.32,Organic Search,DE
INV900554,2024-12-02,C100285,Toys,4,39.01,Referral,UK
INV902505,2023-04-07,C101342,Office Supplies,2,15.55,Paid Ads,United Kingdom
INV902411,2024-01-06,C101304,Office Supplies,2,13.48,Paid Ads,DE
INV901032,2023-06-21,C100535,Beauty,1,50.61,Social,UK
INV902385,2024-02-17,C101292,Beauty,1,46.32,Email, United Kingdom
INV902966,2023-07-05,C101587,Home & Kitchen,2,147.65,Referral,united kingdom
INV901227,2024-12-12,C100644,Office Supplies,1,21.12,Paid Ads,germany
INV902223,2023-01-21,C101189,Sports & Outdoors,2,196.82,Paid Ads,united kingdom
INV902745,2024-05-15,C101471,Apparel,5,41.56,Paid Ads,france
INV901972,2023-07-22,C101049,Home & Kitchen,2,26.43,Social, United Kingdom
INV901700,2023-07-06,C100890,Sports & Outdoors,2,20.79,Referral,United States
INV900307,2023-09-10,C100167,Apparel,3,79.16,Email,Germany
INV901961,2024-12-13,C101039,Sports & Outdoors,4,95.12,Organic Search,germany
INV900837,2024-05-26,C100427,Electronics,5,291.15,Paid Ads,UK
INV902049,2023-11-13,C101090,Electronics,1,333.82,Organic Search,United Kingdom
INV903266,2024-09-24,C101765,Sports & Outdoors,1,41.0,Referral,United Kingdom
INV902795,2023-03-15,,Beauty,2,28.14,Paid Ads,Germany
INV901106,2024-11-04,C100576,Office Supplies,3,43.63,Paid Ads,germany
INV902257,2023-10-02,C101208,Apparel,2,37.96,Paid Ads,Germany
INV901891,2024-03-08,C101008,Home & Kitchen,4,63.52,Referral,germany
INV901353,2023-10-26,C100717,Sports & Outdoors,5,115.26,Paid Ads,US
INV900796,2024-08-19,C100406,Beauty,1,52.07,Paid Ads,UK
INV902765,2024-07-08,C101478,Toys,5,63.53,Organic Search,France
INV902011,2024-07-26,C101073,Beauty,2,37.7,Paid Ads,USA
INV902109,2023-10-23,C101123,Sports & Outdoors,1,183.0,Organic Search, United Kingdom
INV900176,2024-07-12,C100091,Office Supplies,3,13.37,Referral,United Kingdom
INV900029,2024-08-17,C100015,Toys,4,35.55,Social,UK
INV901633,2024-11-28,C100863,Beauty,-1,58.96,Organic Search,united kingdom
INV901008,2024-07-05,C100518,Toys,4,36.59,Referral,United Kingdom
INV900235,2024-05-22,C100121,Books,4,20.99,Email,France
INV902613,2023-04-07,C101408,Books,4,19.08,Paid Ads,Ireland
INV900765,2023-11-19,C100391,Office Supplies,2,5.18,Email,Ireland
INV902894,2024-05-15,C101539,Beauty,4,16.32,Referral,france
INV901302,2024-05-18,C100686,Apparel,2,27.64,Paid Ads,germany
INV900359,2024-08-20,C100194,Electronics,4,239.71,Paid Ads,ireland
INV902935,2024-03-13,C101565,Electronics,4,117.58,Email,Germany
INV900247,2024-12-09,C100131,Sports & Outdoors,4,70.77,Email,DE
INV900881,2023-12-01,C100448,Office Supplies,5,33.07,Paid Ads,USA
INV901133,2024-11-20,C100590,Apparel,2,71.03,Organic Search,UK
INV901663,2024-06-20,C100877,Home & Kitchen,3,146.34,Paid Ads,United Kingdom
INV901522,2023-08-11,C100808,Sports & Outdoors,1,165.69,Referral,france
INV900128,2024-08-19,C100060,Beauty,4,5.77,Paid Ads,France
INV902588,2024-05-15,C101393,Sports & Outdoors,2,90.84,Organic Search,United Kingdom
INV901283,2024-09-15,C100670,Sports & Outdoors,2,188.57,Paid Ads,USA
INV900401,2023-03-13,C100217,Beauty,5,54.45,Referral,USA
INV900180,2024-04-13,C100095,Apparel,-4,44.2,Paid Ads,Germany
INV902907,2024-01-19,C101553,Books,1,28.05,Referral,DE
INV903090,2024-06-12,C101668,Apparel,3,17.88,Email, United Kingdom
INV901383,2024-12-22,C100740,Apparel,2,68.7,Referral,United Kingdom
INV901617,2023-08-08,C100856,Electronics,3,398.2,Organic Search,germany
INV902696,2023-02-25,C101452,Apparel,1,81.76,Organic Search,germany
INV902761,2023-06-23,C101478,Electronics,3,463.2,Organic Search,France
INV900983,2024-09-24,C100508,Home & Kitchen,5,62.22,Referral, United Kingdom
INV900415,2023-10-28,C100221,Sports & Outdoors,3,22.45,Organic Search,UK
INV900827,2024-09-18,C100420,Sports & Outdoors,1,188.23,Paid Ads,United Kingdom
INV902145,2023-10-06,C101152,Home & Kitchen,1,80.4,Paid Ads,united kingdom
INV902359,2024-04-02,C101281,Electronics,3,295.02,Social,germany
INV902735,2024-09-02,C101464,Apparel,4,47.35,Email,France
INV901085,2024-04-01,C100567,Toys,4,8.22,Organic Search,United States
INV902740,2024-10-15,,Office Supplies,3,27.39,Paid Ads, United Kingdom
INV902116,2024-07-06,,Books,4,23.21,Referral,united kingdom
INV901045,2024-03-19,C100540,Beauty,5,25.19,Organic Search,US
INV901835,2023-07-07,C100975,Sports & Outdoors,1,35.12,Referral,United States
INV901558,2023-03-08,C100825,Sports & Outdoors,5,190.79,Organic Search,germany
INV900084,2024-02-04,C100043,Home & Kitchen,5,42.04,Paid Ads,US
INV902253,2023-12-07,C101206,Electronics,5,413.01,Email,United States
INV902241,2023-12-19,C101201,Sports & Outdoors,2,130.29,Organic Search,United States
INV901362,2024-07-09,C100722,Books,1,25.95,Referral,France
INV901240,2024-05-23,,Office Supplies,4,42.47,Paid Ads,united kingdom
INV900372,2023-12-12,C100200,Toys,1,13.65,Organic Search,United Kingdom
INV900689,2023-04-20,C100356,Home & Kitchen,5,62.89,Referral,france
INV900803,2023-04-17,C100410,Apparel,5,56.74,Paid Ads,united kingdom
INV902438,2024-06-11,C101317,Sports & Outdoors,2,43.68,Social,germany
INV902142,2023-08-25,C101150,Electronics,1,540.81,Social,germany
INV902656,2023-08-06,C101432,Electronics,4,136.36,Referral,germany
INV901225,2024-11-12,C100642,Apparel,2,74.25,Paid Ads,united kingdom
INV901896,2023-08-14,C101010,Toys,1,65.62,Organic Search,US
INV902705,2024-12-20,C101456,Office Supplies,5,7.98,Paid Ads,Ireland
INV902604,2023-07-09,C101403,Apparel,1,75.26,Paid Ads,united kingdom
INV903170,2024-11-25,C101718,Office Supplies,1,6.81,Referral,united kingdom
INV902570,2023-11-17,,Beauty,1,47.8,Email,Germany
INV903203,2024-11-26,C101730,Electronics,2,102.46,Organic Search,united kingdom
INV902735,2024-09-02,C101464,Apparel,1,75.95,Email,France
INV900768,2023-12-18,C100393,Electronics,1,319.53,Paid Ads,ireland
INV900658,2023-07-05,C100345,Apparel,4,40.08,Organic Search,ireland
INV901029,2023-08-16,C100533,Office Supplies,1,5.82,Organic Search, United Kingdom
INV901013,2023-12-11,C100520,Sports & Outdoors,5,121.42,Email,united kingdom
INV903038,2024-05-01,C101640,Sports & Outdoors,4,118.46,Paid Ads, United Kingdom
INV901907,2023-08-08,C101012,Apparel,2,86.17,Social,ireland
INV900313,2023-05-12,C100169,Office Supplies,4,26.58,Paid Ads,United Kingdom
INV902254,2023-12-04,C101206,Home & Kitchen,5,115.45,Email,United States
INV900179,2023-10-20,C100095,Home & Kitchen,4,124.48,Paid Ads,Germany
INV900566,2024-10-06,C100296,Office Supplies,5,27.43,Organic Search,france
INV901508,2024-03-18,C100802,Toys,5,68.47,Paid Ads, United Kingdom
INV901084,2023-12-27,C100567,Home & Kitchen,4,58.54,Organic Search,United States
INV901242,2023-12-05,C100654,Office Supplies,1,29.77,Organic Search,Germany
INV901934,2023-08-21,C101027,Electronics,4,89.31,Email,United Kingdom
INV901529,2024-10-25,C100811,Home & Kitchen,1,111.84,Paid Ads,France
INV901867,2024-02-05,C100991,Sports & Outdoors,3,70.26,Referral,France
INV901063,2024-08-27,C100554,Office Supplies,2,29.0,Paid Ads, United Kingdom
INV900305,2023-04-26,C100167,Books,5,12.75,Email,germany
INV901324,2023-03-04,C100698,Sports & Outdoors,5,173.01,Referral,France
INV901293,2024-12-03,C100679,Office Supplies,5,34.15,Referral,ireland
INV900861,2024-02-16,C100441,Beauty,1,38.84,Referral,United Kingdom
INV900772,2024-11-03,C100395,Apparel,5,50.07,Paid Ads, United Kingdom
INV901301,2024-11-06,C100683,Apparel,4,9.75,Organic Search,DE
INV901865,2024-04-08,C100990,Apparel,3,52.26,Organic Search,United Kingdom
INV901745,2024-06-11,C100922,Books,4,23.25,Paid Ads,Germany
INV902728,2023-09-21,C101463,Books,1,13.92,Referral,UK
INV901991,2024-03-25,C101063,Apparel,1,10.91,Organic Search,united kingdom
INV901233,2023-12-27,C100647,Toys,4,32.17,Referral,DE
INV901780,2023-06-11,C100947,Books,2,5.28,Email,United Kingdom
INV902130,2024-03-13,C101138,Sports & Outdoors,1,78.59,Email,united states
INV900457,2024-08-15,C100234,Apparel,1,8.57,Social,France
INV902197,2024-07-23,C101180,Electronics,1,93.37,Paid Ads,france
INV901305,2023-09-14,C100688,Sports & Outdoors,3,99.98,Organic Search,DE
INV901976,2023-11-26,C101051,Books,4,29.72,Organic Search,DE
INV901139,2024-11-13,C100594,Home & Kitchen,1,120.37,Paid Ads,Germany
INV900391,2024-11-19,C100212,Office Supplies,3,23.73,Email,Germany
INV900759,2024-06-09,C100389,Apparel,1,47.73,Paid Ads,ireland
INV901440,2023-12-02,C100767,Electronics,3,282.44,Organic Search,UK
INV903153,2024-04-03,C101713,Office Supplies,2,36.75,Referral,united kingdom
INV901315,2023-12-03,C100694,Home & Kitchen,1,27.7,Referral,united states
INV903152,2024-04-04,C101713,Toys,4,61.85,Referral,UK
INV901323,2023-03-10,C100698,Beauty,3,17.36,Referral,France
INV901229,2023-07-13,C100645,Toys,2,7.16,Paid Ads,france
INV901197,2024-11-13,C100622,Office Supplies,3,6.45,Referral,France
INV902200,2024-06-06,C101182,Sports & Outdoors,4,74.75,Email,France
INV902324,2024-08-04,C101262,Beauty,2,17.46,Paid Ads,france
INV901608,2024-08-24,C100852,Books,1,31.4,Referral,united kingdom
INV903145,2023-06-22,C101708,Apparel,5,51.55,Email,United States
INV903124,2024-07-18,C101690,Toys,3,44.74,Referral,UK
INV902238,2024-07-26,C101200,Office Supplies,1,5.53,Email, United Kingdom
INV902778,2024-06-26,C101485,Apparel,1,19.37,Referral,United States
INV900717,2023-02-07,C100375,Beauty,2,9.42,Paid Ads,ireland
INV900027,2024-04-15,C100015,Apparel,1,22.81,Social,united kingdom
INV903142,2024-11-28,C101707,Apparel,2,49.62,Organic Search,UK
INV900917,2023-12-13,C100473,Sports & Outdoors,4,145.44,Referral,Ireland
INV902377,2024-04-14,C101288,Sports & Outdoors,2,61.82,Organic Search,ireland
INV902254,2023-12-04,C101206,Home & Kitchen,1,116.93,Email,United States
INV903061,2024-11-08,C101653,Beauty,3,42.8,Social, United Kingdom
INV901808,2024-07-28,C100964,Books,4,12.55,Email,United Kingdom
INV900614,2023-11-26,C100314,Electronics,1,533.13,Organic Search,united kingdom
INV903028,2024-05-13,C101632,Home & Kitchen,1,78.77,Email,United Kingdom
INV901111,2023-12-04,C100579,Apparel,2,83.25,Paid Ads,United Kingdom
INV901426,2024-11-25,C100761,Office Supplies,3,27.25,Email,USA
INV901952,2024-08-15,C101035,Books,5,30.01,Organic Search,ireland
INV902351,2024-07-07,C101277,Home & Kitchen,5,110.21,Referral,united kingdom
INV901991,2024-03-25,C101063,Sports & Outdoors,3,84.49,Organic Search,united kingdom
INV901321,2023-12-27,C100697,Books,5,15.54,Organic Search,United Kingdom
INV902758,2023-10-06,C101477,Beauty,3,23.54,Email,ireland
INV901955,2024-05-02,C101037,Beauty,5,23.73,Email,France
INV900208,2024-05-05,C100111,Beauty,-2,34.86,Paid Ads,USA
INV902085,2023-11-28,C101112,Home & Kitchen,4,32.19,Organic Search,Germany
INV901859,2023-09-25,C100987,Apparel,2,70.38,Organic Search,ireland
INV900047,2024-04-21,C100024,Sports & Outdoors,3,64.92,Organic Search,United Kingdom
INV900966,2023-09-03,,Apparel,2,17.24,Organic Search,ireland
INV901286,2024-10-17,C100673,Home & Kitchen,5,33.55,Referral,United Kingdom
INV900709,2024-07-14,C100371,Beauty,4,17.1,Paid Ads,Ireland
INV902515,2024-08-22,C101347,Toys,1,31.76,Email,United Kingdom
INV900993,2024-11-13,C100513,Electronics,2,368.12,Social,DE
